Id_transect,year,p_anu_year,p_pri_year,p_ver_year,p_oto_year,p_inv_year,t_pri_year,t_ver_year,t_oto_year,t_inv_year,t_anual
16_48,2013,413.93173199999995,58.072095000000004,69.12947399999999,76.98934799999999,209.740815,12.5815,20.091604,9.566051,4.62476,12.5815
16_48,2014,347.001435,43.077279,21.244698,153.189366,129.490092,14.721759,20.023127,9.958667,6.559598,14.721759
16_48,2015,371.80431599999997,64.531632,32.81901,131.510457,142.943217,15.066867,21.636551,10.526216999999999,5.317193,15.066867
16_48,2016,445.380045,109.07298599999999,5.47635,261.666846,69.163863,14.775676,21.556763,9.564602,6.86986,14.775676
16_48,2017,299.895801,35.06772,19.214010000000002,138.12656099999998,107.48750999999999,16.358698,21.657343,9.542144,6.200307,16.358698
16_48,2018,654.8229713439941,79.47722625732422,46.18952560424805,158.1807250976563,370.9754943847656,12.96065717935562,20.88572555780411,8.88397479057312,4.484280627220869,12.96065717935562
16_48,2019,256.8843030744018,65.76139068603516,28.36855220794678,130.106369,32.64799118041992,13.958839,21.092222,9.418498,6.713773,13.958839
16_48,2020,343.06822800000003,72.300003,28.9,117.335953,124.532272,14.415627,21.482595,9.254407,7.326252,14.415627
16_32,2008,524.2513739999999,158.570571,35.516580000000005,209.816529,120.347694,16.134283,23.848565999999998,9.647302,9.068242,16.134283
16_32,2009,719.846859,71.18597700000001,32.017326,331.20318599999996,285.44037,16.957891,23.253622,26.669041,7.722458,16.957891
16_32,2010,869.0277510000001,71.271108,44.075949,332.916045,420.764649,16.48011,24.207991,10.801346,7.69031,16.48011
16_32,2011,472.555356,167.541276,1.848804,139.16243400000002,164.002842,17.968618,23.825693,12.061553,8.13201,17.968618
16_32,2012,543.551382,126.32353499999999,51.16945200000001,323.98443599999996,42.073959,17.296297,24.278368,11.291249,7.949277,17.296297
16_32,2013,423.13579500000003,66.870261,60.029495999999995,72.394179,223.841859,15.593254,20.455881,9.023985,6.36989,15.593254
16_32,2014,375.23195999999996,68.80236599999999,16.590507,143.13962099999998,146.699466,13.496531,18.862593,9.490064,6.277905,13.496531
16_32,2015,385.84839,84.017709,42.171087,78.678789,180.980805,14.325698,18.883194,9.881967,4.883177,14.325698
16_32,2016,487.235631,125.29715100000001,6.782145,206.631981,148.52435400000002,15.607204,23.699005,10.63823,7.575922,15.607204
16_32,2017,272.051847,26.638557,5.333003999999999,151.859127,88.221159,17.901365,23.251534,9.542144,7.443748,17.901365
16_32,2018,625.6270300000001,116.701653,50.949471,144.53627,313.439636,15.177573,22.65188,9.965836,5.63802,15.177573
16_32,2019,362.1363,90.967827,40.83165,176.998688,53.338135,16.414965,23.600573,10.163511,7.714113,16.414965
16_32,2020,371.891594,113.900009,29.115425,144.806702,84.069458,15.984653999999999,23.322655,10.04551,8.247571,15.984653999999999
16_49,2008,479.580544,159.570571,79.601859,154.52463899999998,85.883475,17.933508,24.602755,10.693092,10.900592,17.933508
16_49,2009,487.94693099999995,50.694596999999995,34.763019,241.36672199999998,161.122593,18.89489,24.822533,28.349136,8.679548,18.89489
16_49,2010,792.7938720000001,69.654483,44.593551,257.78118900000004,420.764649,17.782457,24.589722,11.865252,9.103168,17.782457
16_49,2011,383.3859120000001,147.70178700000002,1.434645,113.74059600000001,120.50888400000001,19.111685,24.835213,12.470109,9.531886,19.111685
16_49,2012,426.45008700000005,72.962682,55.05882,247.75662300000002,50.67196200000001,18.891598,25.234903,12.239864,8.481095,18.891598
16_49,2013,424.18359,79.710624,36.559056,65.39387400000001,242.520036,16.860979,23.931175,12.490462,8.595653,16.860979
16_49,2014,384.85079700000006,66.461586,23.651958,137.763417,156.973836,18.6915,23.944366,12.920948,9.508182,18.6915
16_49,2015,336.42136199999993,55.020831,68.163597,81.650385,131.586549,19.840561,25.476126,13.672839,9.094127,19.840561
16_49,2016,339.745614,97.96238699999999,4.041876,156.906465,80.834886,17.573145,23.699005,12.489883,10.105731,17.573145
16_49,2017,285.294474,19.379052,10.042983,163.319583,92.55285599999999,18.503365,23.757948,12.292877,9.481952,18.503365
16_49,2018,609.26763916015625,87.51169331868489,75.06302897135417,182.0628509521484,264.6300659179688,16.27561954351572,23.13943972954383,11.35988547251775,8.367616855181181,16.27561954351572
16_49,2019,287.9561581667481,71.928497314453125,70.45748392740886,94.140656,51.42952092488607,16.62401,23.237993,12.540621999999999,9.169568,16.62401
16_49,2020,396.123808,129.899994,22.300001,147.800003,96.12381,17.286018,23.861176,11.841908,10.167816,17.286018
16_46,2008,483.65692700000005,160.570571,81.757623,154.785816,86.542917,17.86474,24.587194,10.815155,10.941623,17.86474
16_46,2009,485.988156,51.216615000000004,34.413333,239.86947,160.488738,18.933428,24.784126,28.553005,8.778098,18.933428
16_46,2010,663.445506,72.070113,44.885265000000004,255.92008199999998,290.57004600000005,17.790733,24.726751,11.77576,9.142602,17.790733
16_46,2011,387.086856,151.652298,1.302081,113.05456800000002,121.07790899999999,19.050535,24.710007,12.414608,9.524852,19.050535
16_46,2012,429.755061,75.250197,52.882221,248.57673,53.045913,18.693701,25.200037,12.179878,8.369378,18.693701
16_46,2013,431.50019999999995,79.68231,35.657030999999996,66.51143099999999,249.649428,16.750034,23.965677,12.433495,8.551891,16.750034
16_46,2014,379.088124,66.244401,23.480559,132.866592,156.496572,18.244555,23.619659,12.842286,9.445228,18.244555
16_46,2015,345.80811000000006,54.59049900000001,68.37006600000001,79.262061,143.585484,19.766279,25.486021,13.645558,9.054218,19.766279
16_46,2016,344.279268,101.312724,4.782120000000001,156.614673,81.569751,17.343178,23.699005,12.288943,9.745109,17.343178
16_46,2017,278.651784,19.242273,10.000179,154.748016,94.661316,18.428438,23.830088,12.300385,9.314388,18.428438
16_46,2018,606.7555229999999,88.135872,77.49073,174.981735,266.147186,16.231728,23.136938,11.214072,8.365684,16.231728
16_46,2019,292.075286,73.977417,72.286682,94.317947,51.49324,16.630117,23.288889,12.47198,9.084568,16.630117
16_46,2020,396.309437,131,22.200001,147.710754,95.398682,17.230846,23.805311,11.786586,10.10278,17.230846
